ccode,cabbr,year,recruit,tmenlist,mil,estimate,version
710,CHN,1953,0,,1,,2014
710,CHN,1954,0,,1,,2014
710,CHN,1955,0,,1,,2014
710,CHN,1956,0,,1,,2014
710,CHN,1957,0,48,1,,2014
710,CHN,1958,0,48,1,,2014
710,CHN,1959,0,48,1,,2014
710,CHN,1960,0,48,1,,2014
710,CHN,1961,0,48,1,,2014
710,CHN,1962,0,48,1,,2014
710,CHN,1963,0,48,1,,2014
710,CHN,1964,0,36,1,,2014
710,CHN,1965,0,60,1,,2014
710,CHN,1966,0,60,1,,2014
710,CHN,1967,0,60,1,,2014
710,CHN,1968,0,60,1,,2014
710,CHN,1969,0,60,1,0,2014
710,CHN,1970,0,60,1,0,2014
710,CHN,1971,0,36,1,0,2014
710,CHN,1972,0,36,1,0,2014
710,CHN,1973,0,36,1,0,2014
710,CHN,1974,0,48,1,0,2014
710,CHN,1975,0,48,1,0,2014
710,CHN,1976,0,52,1,0,2014
710,CHN,1977,0,45,1,0,2014
710,CHN,1978,0,44,1,0,2014
710,CHN,1979,0,44,1,0,2014
710,CHN,1980,0,48,1,0,2014
710,CHN,1981,0,48,1,0,2014
710,CHN,1982,0,,1,0,2014
710,CHN,1983,0,,1,0,2014
710,CHN,1984,0,42,1,0,2014
710,CHN,1985,0,42,1,0,2014
710,CHN,1986,0,48,1,0,2014
710,CHN,1987,0,48,1,0,2014
710,CHN,1988,0,48,1,0,2014
710,CHN,1989,0,42,1,0,2014
710,CHN,1990,0,42,1,0,2014
710,CHN,1991,0,42,1,0,2014
710,CHN,1992,0,42,1,0,2014
710,CHN,1993,0,42,1,0,2014
710,CHN,1994,0,42,1,0,2014
710,CHN,1995,0,42,1,0,2014
710,CHN,1996,0,42,1,0,2014
710,CHN,1997,0,42,1,0,2014
710,CHN,1998,0,42,1,0,2014
710,CHN,1999,0,24,1,0,2014
710,CHN,2000,0,24,1,0,2014
710,CHN,2001,0,24,1,0,2014
710,CHN,2002,0,24,1,0,2014
710,CHN,2003,0,24,1,0,2014
710,CHN,2004,0,24,1,0,2014
710,CHN,2005,0,,1,0,2014
710,CHN,2006,0,,1,0,2014
710,CHN,2007,0,,1,0,2014
710,CHN,2008,0,,1,0,2014
712,MON,1921,,,,,2014
712,MON,1922,,,,,2014
712,MON,1923,,,,,2014
712,MON,1924,,,,,2014
712,MON,1925,,,,,2014
712,MON,1926,,,,,2014
712,MON,1927,,,,,2014
712,MON,1928,,,,,2014
712,MON,1929,,,,,2014
712,MON,1930,,,,,2014
712,MON,1931,,,,,2014
712,MON,1932,,,,,2014
712,MON,1933,,,,,2014
712,MON,1934,,,,,2014
712,MON,1935,,,,,2014
712,MON,1936,,,,,2014
712,MON,1937,,,,,2014
712,MON,1938,,,,,2014
712,MON,1939,0,24,1,,2014
712,MON,1940,0,24,1,,2014
712,MON,1941,0,24,1,,2014
712,MON,1942,0,24,1,,2014
712,MON,1943,0,24,1,,2014
712,MON,1944,0,24,1,,2014
712,MON,1945,0,24,1,,2014
712,MON,1946,0,24,1,,2014
712,MON,1947,0,24,1,,2014
712,MON,1948,0,24,1,,2014
712,MON,1949,0,24,1,,2014
712,MON,1950,0,24,1,,2014
712,MON,1951,0,24,1,,2014
712,MON,1952,0,24,1,,2014
712,MON,1953,0,24,1,,2014
712,MON,1954,0,24,1,,2014
712,MON,1955,0,24,1,,2014
712,MON,1956,0,24,1,,2014
712,MON,1957,0,24,1,,2014
712,MON,1958,0,24,1,,2014
712,MON,1959,0,24,1,,2014
712,MON,1960,0,24,1,,2014
712,MON,1961,0,24,1,,2014
712,MON,1962,0,24,1,,2014
712,MON,1963,0,24,1,,2014
712,MON,1964,0,24,1,,2014
712,MON,1965,0,24,1,,2014
712,MON,1966,0,24,1,,2014
712,MON,1967,0,24,1,,2014
712,MON,1968,0,24,1,,2014
712,MON,1969,0,24,1,0,2014
712,MON,1970,0,24,1,0,2014
712,MON,1971,0,24,1,0,2014
712,MON,1972,0,24,1,0,2014
712,MON,1973,0,24,1,0,2014
712,MON,1974,0,24,1,0,2014
712,MON,1975,0,24,1,0,2014
712,MON,1976,0,24,1,0,2014
712,MON,1977,0,24,1,0,2014
712,MON,1978,0,24,1,0,2014
712,MON,1979,0,24,1,0,2014
712,MON,1980,0,24,1,0,2014
712,MON,1981,0,24,1,0,2014
712,MON,1982,0,36,1,0,2014
712,MON,1983,0,36,1,0,2014
712,MON,1984,0,36,1,0,2014
712,MON,1985,0,24,1,0,2014
712,MON,1986,0,24,1,0,2014
712,MON,1987,0,24,1,0,2014
712,MON,1988,0,24,1,0,2014
712,MON,1989,0,24,1,0,2014
712,MON,1990,0,24,1,0,2014
712,MON,1991,0,24,1,0,2014
712,MON,1992,0,24,1,0,2014
712,MON,1993,0,24,1,0,2014
712,MON,1994,0,12,1,0,2014
712,MON,1995,0,12,1,0,2014
712,MON,1996,0,12,1,0,2014
712,MON,1997,0,12,1,0,2014
712,MON,1998,0,12,1,0,2014
712,MON,1999,0,12,1,0,2014
712,MON,2000,0,12,1,0,2014
712,MON,2001,0,12,1,0,2014
712,MON,2002,0,12,1,0,2014
712,MON,2003,0,12,1,0,2014
712,MON,2004,0,12,1,0,2014
712,MON,2005,0,,1,0,2014
712,MON,2006,0,,1,0,2014
712,MON,2007,0,,1,0,2014
712,MON,2008,0,,1,0,2014
713,TAW,1949,0,,1,,2014
713,TAW,1950,0,,1,,2014
713,TAW,1951,0,,1,,2014
713,TAW,1952,0,,1,,2014
713,TAW,1953,0,,1,,2014
713,TAW,1954,0,,1,,2014
713,TAW,1955,0,,1,,2014
713,TAW,1956,0,,1,,2014
713,TAW,1957,0,,1,,2014
713,TAW,1958,0,,1,,2014
713,TAW,1959,0,,1,,2014
713,TAW,1960,0,,1,,2014
713,TAW,1961,0,24,1,,2014
713,TAW,1962,0,24,1,,2014
713,TAW,1963,0,24,1,,2014
713,TAW,1964,0,24,1,,2014
713,TAW,1965,0,24,1,,2014
713,TAW,1966,0,24,1,,2014
713,TAW,1967,0,24,1,,2014
713,TAW,1968,0,24,1,,2014
713,TAW,1969,0,30,1,0,2014
713,TAW,1970,0,30,1,0,2014
713,TAW,1971,0,30,1,0,2014
713,TAW,1972,0,24,1,0,2014
713,TAW,1973,0,24,1,0,2014
713,TAW,1974,0,24,1,0,2014
713,TAW,1975,0,24,1,0,2014
713,TAW,1976,0,24,1,0,2014
713,TAW,1977,0,24,1,0,2014
713,TAW,1978,0,24,1,0,2014
713,TAW,1979,0,24,1,0,2014
713,TAW,1980,0,24,1,0,2014
713,TAW,1981,0,24,1,0,2014
713,TAW,1982,0,24,1,0,2014
713,TAW,1983,0,24,1,0,2014
713,TAW,1984,0,24,1,0,2014
713,TAW,1985,0,24,1,0,2014
713,TAW,1986,0,24,1,0,2014
713,TAW,1987,0,24,1,0,2014
713,TAW,1988,0,24,1,0,2014
713,TAW,1989,0,24,1,0,2014
713,TAW,1990,0,24,1,0,2014
713,TAW,1991,0,24,1,0,2014
713,TAW,1992,0,24,1,0,2014
713,TAW,1993,0,24,1,0,2014
713,TAW,1994,0,24,1,0,2014
713,TAW,1995,0,24,1,0,2014
713,TAW,1996,0,24,1,0,2014
713,TAW,1997,0,24,1,0,2014
713,TAW,1998,0,24,1,0,2014
713,TAW,1999,0,24,1,0,2014
713,TAW,2000,0,24,1,0,2014
713,TAW,2001,0,22,1,0,2014
713,TAW,2002,0,22,1,0,2014
713,TAW,2003,0,22,1,0,2014
713,TAW,2004,0,20,1,0,2014
713,TAW,2005,1,,1,1,2014
713,TAW,2006,1,,1,1,2014
713,TAW,2007,0,,1,0,2014
713,TAW,2008,0,,1,0,2014
730,KOR,1887,,,,,2014
730,KOR,1888,,,,,2014
730,KOR,1889,,,,,2014
730,KOR,1890,,,,,2014
730,KOR,1891,,,,,2014
730,KOR,1892,,,,,2014
730,KOR,1893,,,,,2014
730,KOR,1894,,,,,2014
730,KOR,1895,,,,,2014
730,KOR,1896,,,,,2014
730,KOR,1897,,,,,2014
730,KOR,1898,,,,,2014
730,KOR,1899,,,,,2014
730,KOR,1900,,,,,2014
730,KOR,1901,,,,,2014
730,KOR,1902,,,,,2014
730,KOR,1903,,,,,2014
730,KOR,1904,,,,,2014
730,KOR,1905,,,,,2014
731,PRK,1948,1,,1,,2014
731,PRK,1949,1,,1,,2014
731,PRK,1950,1,,1,,2014
731,PRK,1951,1,,1,,2014
731,PRK,1952,1,,1,,2014
731,PRK,1953,1,,1,,2014
731,PRK,1954,1,,1,,2014
731,PRK,1955,1,,1,,2014
731,PRK,1956,0,,1,,2014
731,PRK,1957,0,,1,,2014
731,PRK,1958,0,,1,,2014
731,PRK,1959,0,,1,,2014
731,PRK,1960,0,,1,,2014
731,PRK,1961,0,,1,,2014
731,PRK,1962,0,,1,,2014
731,PRK,1963,0,,1,,2014
731,PRK,1964,0,,1,,2014
731,PRK,1965,0,,1,,2014
731,PRK,1966,0,36,1,,2014
731,PRK,1967,0,36,1,,2014
731,PRK,1968,0,42,1,,2014
731,PRK,1969,0,42,1,0,2014
731,PRK,1970,0,42,1,0,2014
731,PRK,1971,0,42,1,0,2014
731,PRK,1972,0,42,1,0,2014
731,PRK,1973,0,42,1,0,2014
731,PRK,1974,0,48,1,0,2014
731,PRK,1975,0,48,1,0,2014
731,PRK,1976,0,57,1,0,2014
731,PRK,1977,0,48,1,0,2014
731,PRK,1978,0,48,1,0,2014
731,PRK,1979,0,48,1,0,2014
731,PRK,1980,0,48,1,0,2014
731,PRK,1981,0,48,1,0,2014
731,PRK,1982,0,48,1,0,2014
731,PRK,1983,0,48,1,0,2014
731,PRK,1984,0,48,1,0,2014
731,PRK,1985,0,66,1,0,2014
731,PRK,1986,0,65,1,0,2014
731,PRK,1987,0,70,1,0,2014
731,PRK,1988,0,70,1,0,2014
731,PRK,1989,0,70,1,0,2014
731,PRK,1990,0,70,1,0,2014
731,PRK,1991,0,70,1,0,2014
731,PRK,1992,0,70,1,0,2014
731,PRK,1993,0,70,1,0,2014
731,PRK,1994,0,70,1,0,2014
731,PRK,1995,0,70,1,0,2014
731,PRK,1996,0,70,1,0,2014
731,PRK,1997,0,70,1,0,2014
731,PRK,1998,0,70,1,0,2014
731,PRK,1999,0,70,1,0,2014
731,PRK,2000,0,70,1,0,2014
731,PRK,2001,0,70,1,0,2014
731,PRK,2002,0,70,1,0,2014
731,PRK,2003,0,78,1,0,2014
731,PRK,2004,0,78,1,0,2014
731,PRK,2005,0,,1,0,2014
731,PRK,2006,0,,1,0,2014
731,PRK,2007,0,,1,0,2014
731,PRK,2008,0,,1,0,2014
732,ROK,1949,0,,1,,2014
732,ROK,1950,0,,1,,2014
732,ROK,1951,0,,1,,2014
732,ROK,1952,0,,1,,2014
732,ROK,1953,0,,1,,2014
732,ROK,1954,0,,1,,2014
732,ROK,1955,0,,1,,2014
732,ROK,1956,0,,1,,2014
732,ROK,1957,0,,1,,2014
732,ROK,1958,0,30,1,,2014
732,ROK,1959,0,30,1,,2014
732,ROK,1960,0,30,1,,2014
732,ROK,1961,0,30,1,,2014
732,ROK,1962,0,30,1,,2014
732,ROK,1963,0,30,1,,2014
732,ROK,1964,0,30,1,,2014
732,ROK,1965,0,30,1,,2014
732,ROK,1966,0,33,1,,2014
732,ROK,1967,0,33,1,,2014
732,ROK,1968,0,33,1,,2014
732,ROK,1969,0,30,1,0,2014
732,ROK,1970,0,34,1,0,2014
732,ROK,1971,0,34,1,0,2014
732,ROK,1972,0,34,1,0,2014
732,ROK,1973,0,34,1,0,2014
732,ROK,1974,0,33,1,0,2014
732,ROK,1975,0,33,1,0,2014
732,ROK,1976,0,33,1,0,2014
732,ROK,1977,0,33,1,0,2014
732,ROK,1978,0,33,1,0,2014
732,ROK,1979,0,33,1,0,2014
732,ROK,1980,0,33,1,0,2014
732,ROK,1981,0,33,1,0,2014
732,ROK,1982,0,33,1,0,2014
732,ROK,1983,0,33,1,0,2014
732,ROK,1984,0,33,1,0,2014
732,ROK,1985,0,33,1,0,2014
732,ROK,1986,0,33,1,0,2014
732,ROK,1987,0,33,1,0,2014
732,ROK,1988,0,33,1,0,2014
732,ROK,1989,0,33,1,0,2014
732,ROK,1990,0,33,1,0,2014
732,ROK,1991,0,33,1,0,2014
732,ROK,1992,0,28,1,0,2014
732,ROK,1993,0,28,1,0,2014
732,ROK,1994,0,28,1,0,2014
732,ROK,1995,0,28,1,0,2014
732,ROK,1996,0,28,1,0,2014
732,ROK,1997,0,28,1,0,2014
732,ROK,1998,0,28,1,0,2014
732,ROK,1999,0,28,1,0,2014
732,ROK,2000,0,28,1,0,2014
732,ROK,2001,0,28,1,0,2014
732,ROK,2002,0,28,1,0,2014
732,ROK,2003,0,28,1,0,2014
732,ROK,2004,0,28,1,0,2014
732,ROK,2005,0,,1,0,2014
732,ROK,2006,0,,1,0,2014
732,ROK,2007,0,,1,0,2014
732,ROK,2008,0,,1,0,2014
732,ROK,2009,0,,1,0,2014
732,ROK,2010,0,,1,0,2014
740,JPN,1860,1,,1,,2014
740,JPN,1861,1,,1,,2014
740,JPN,1862,1,,1,,2014
740,JPN,1863,1,,1,,2014
740,JPN,1864,1,,1,,2014
740,JPN,1865,1,,1,,2014
740,JPN,1866,1,,1,,2014
740,JPN,1867,1,,1,,2014
740,JPN,1868,1,,1,,2014
740,JPN,1869,1,,1,,2014
740,JPN,1870,1,,1,,2014
740,JPN,1871,1,,1,,2014
740,JPN,1872,0,,1,,2014
740,JPN,1873,0,,1,,2014
740,JPN,1874,0,,1,,2014
740,JPN,1875,0,,1,,2014
740,JPN,1876,0,,1,,2014
740,JPN,1877,0,,1,,2014
740,JPN,1878,0,,1,,2014
740,JPN,1879,0,,1,,2014
740,JPN,1880,0,,1,,2014
740,JPN,1881,0,,1,,2014
740,JPN,1882,0,,1,,2014
740,JPN,1883,0,,1,,2014
740,JPN,1884,0,,1,,2014
740,JPN,1885,0,,1,,2014
740,JPN,1886,0,,1,,2014
740,JPN,1887,0,,1,,2014
740,JPN,1888,0,,1,,2014
740,JPN,1889,0,,1,,2014
740,JPN,1890,0,,1,,2014
740,JPN,1891,0,,1,,2014
740,JPN,1892,0,,1,,2014
740,JPN,1893,0,,1,,2014
740,JPN,1894,0,,1,,2014
740,JPN,1895,0,,1,,2014
740,JPN,1896,0,,1,,2014
740,JPN,1897,0,,1,,2014
740,JPN,1898,0,,1,,2014
740,JPN,1899,0,,1,,2014
740,JPN,1900,0,,1,,2014
740,JPN,1901,0,,1,,2014
740,JPN,1902,0,,1,,2014
740,JPN,1903,0,,1,,2014
740,JPN,1904,0,,1,,2014
740,JPN,1905,0,,1,,2014
740,JPN,1906,0,,1,,2014
740,JPN,1907,0,,1,,2014
740,JPN,1908,0,,1,,2014
740,JPN,1909,0,,1,,2014
740,JPN,1910,0,,1,,2014
740,JPN,1911,0,,1,,2014
740,JPN,1912,0,,1,,2014
740,JPN,1913,0,,1,,2014
740,JPN,1914,0,,1,,2014
740,JPN,1915,0,,1,,2014
740,JPN,1916,0,,1,,2014
740,JPN,1917,0,,1,,2014
740,JPN,1918,0,,1,,2014
740,JPN,1919,0,,1,,2014
740,JPN,1920,0,,1,,2014
740,JPN,1921,0,,1,,2014
740,JPN,1922,0,,1,,2014
740,JPN,1923,0,,1,,2014
740,JPN,1924,0,,1,,2014
740,JPN,1925,0,,1,,2014
740,JPN,1926,0,,1,,2014
740,JPN,1927,0,,1,,2014
740,JPN,1928,0,,1,,2014
740,JPN,1929,0,,1,,2014
740,JPN,1930,0,,1,,2014
740,JPN,1931,0,,1,,2014
740,JPN,1932,0,,1,,2014
740,JPN,1933,0,,1,,2014
740,JPN,1934,0,,1,,2014
740,JPN,1935,0,,1,,2014
740,JPN,1936,0,,1,,2014
740,JPN,1937,0,,1,,2014
740,JPN,1938,0,,1,,2014
740,JPN,1939,0,,1,,2014
740,JPN,1940,0,,1,,2014
740,JPN,1941,0,,1,,2014
740,JPN,1942,0,,1,,2014
740,JPN,1943,0,,1,,2014
740,JPN,1944,0,,1,,2014
740,JPN,1945,0,,1,,2014
740,JPN,1952,1,,1,,2014
740,JPN,1953,1,,1,,2014
740,JPN,1954,1,,1,,2014
740,JPN,1955,1,,1,,2014
740,JPN,1956,1,,1,,2014
740,JPN,1957,1,,1,,2014
740,JPN,1958,1,,1,,2014
740,JPN,1959,1,,1,,2014
740,JPN,1960,1,,1,,2014
740,JPN,1961,1,,1,,2014
740,JPN,1962,1,,1,,2014
740,JPN,1963,1,,1,,2014
740,JPN,1964,1,,1,,2014
740,JPN,1965,1,,1,,2014
740,JPN,1966,1,,1,,2014
740,JPN,1967,1,,1,,2014
740,JPN,1968,1,,1,,2014
740,JPN,1969,1,,1,1,2014
740,JPN,1970,1,,1,1,2014
740,JPN,1971,1,,1,1,2014
740,JPN,1972,1,,1,1,2014
740,JPN,1973,1,,1,1,2014
740,JPN,1974,1,,1,1,2014
740,JPN,1975,1,,1,1,2014
740,JPN,1976,1,,1,1,2014
740,JPN,1977,1,,1,1,2014
740,JPN,1978,1,,1,1,2014
740,JPN,1979,1,,1,1,2014
740,JPN,1980,1,,1,1,2014
740,JPN,1981,1,,1,1,2014
740,JPN,1982,1,,1,1,2014
740,JPN,1983,1,,1,1,2014
740,JPN,1984,1,,1,1,2014
740,JPN,1985,1,,1,1,2014
740,JPN,1986,1,,1,1,2014
740,JPN,1987,1,,1,1,2014
740,JPN,1988,1,,1,1,2014
740,JPN,1989,1,,1,1,2014
740,JPN,1990,1,,1,1,2014
740,JPN,1991,1,,1,1,2014
740,JPN,1992,1,,1,1,2014
740,JPN,1993,1,,1,1,2014
740,JPN,1994,1,,1,1,2014
740,JPN,1995,1,,1,1,2014
740,JPN,1996,1,,1,1,2014
740,JPN,1997,1,,1,1,2014
740,JPN,1998,1,,1,1,2014
740,JPN,1999,1,,1,1,2014
740,JPN,2000,1,,1,1,2014
740,JPN,2001,1,,1,1,2014
740,JPN,2002,1,,1,1,2014
740,JPN,2003,1,,1,1,2014
740,JPN,2004,1,,1,1,2014
740,JPN,2005,1,,1,1,2014
740,JPN,2006,1,,1,1,2014
740,JPN,2007,1,,1,1,2014
740,JPN,2008,1,,1,1,2014
740,JPN,2009,1,,1,1,2014
740,JPN,2010,1,,1,1,2014
750,IND,1947,1,,1,,2014
750,IND,1948,1,,1,,2014
750,IND,1949,1,,1,,2014
750,IND,1950,1,,1,,2014
750,IND,1951,1,,1,,2014
750,IND,1952,1,,1,,2014
750,IND,1953,1,,1,,2014
750,IND,1954,1,,1,,2014
750,IND,1955,1,,1,,2014
750,IND,1956,1,,1,,2014
750,IND,1957,1,,1,,2014
750,IND,1958,1,,1,,2014
750,IND,1959,1,,1,,2014
750,IND,1960,1,,1,,2014
750,IND,1961,1,,1,,2014
750,IND,1962,1,,1,,2014
750,IND,1963,1,,1,,2014
750,IND,1964,1,,1,,2014
750,IND,1965,1,,1,,2014
750,IND,1966,1,,1,,2014
750,IND,1967,1,,1,,2014
750,IND,1968,1,,1,,2014
750,IND,1969,1,,1,1,2014
750,IND,1970,1,,1,1,2014
750,IND,1971,1,,1,1,2014
750,IND,1972,1,,1,1,2014
750,IND,1973,1,,1,1,2014
750,IND,1974,1,,1,1,2014
750,IND,1975,1,,1,1,2014
750,IND,1976,1,,1,1,2014
750,IND,1977,1,,1,1,2014
750,IND,1978,1,,1,1,2014
750,IND,1979,1,,1,1,2014
750,IND,1980,1,,1,1,2014
750,IND,1981,1,,1,1,2014
750,IND,1982,1,,1,1,2014
750,IND,1983,1,,1,1,2014
750,IND,1984,1,,1,1,2014
750,IND,1985,1,,1,1,2014
750,IND,1986,1,,1,1,2014
750,IND,1987,1,,1,1,2014
750,IND,1988,1,,1,1,2014
750,IND,1989,1,,1,1,2014
750,IND,1990,1,,1,1,2014
750,IND,1991,1,,1,1,2014
750,IND,1992,1,,1,1,2014
750,IND,1993,1,,1,1,2014
750,IND,1994,1,,1,1,2014
750,IND,1995,1,,1,1,2014
750,IND,1996,1,,1,1,2014
750,IND,1997,1,,1,1,2014
750,IND,1998,1,,1,1,2014
750,IND,1999,1,,1,1,2014
750,IND,2000,1,,1,1,2014
750,IND,2001,1,,1,1,2014
750,IND,2002,1,,1,1,2014
750,IND,2003,1,,1,1,2014
750,IND,2004,1,,1,1,2014
750,IND,2005,1,,1,1,2014
750,IND,2006,1,,1,1,2014
750,IND,2007,1,,1,1,2014
750,IND,2008,1,,1,1,2014
760,BHU,1971,,,,0,2014
760,BHU,1972,,,,0,2014
760,BHU,1973,,,,0,2014
760,BHU,1974,,,,0,2014
760,BHU,1975,,,,0,2014
760,BHU,1976,,,,0,2014
760,BHU,1977,,,,0,2014
760,BHU,1978,,,,0,2014
760,BHU,1979,,,,0,2014
760,BHU,1980,,,,0,2014
760,BHU,1981,,,,0,2014
760,BHU,1982,1,,1,1,2014
760,BHU,1983,,,,0,2014
760,BHU,1984,,,,0,2014
760,BHU,1985,,,,0,2014
760,BHU,1986,,,,0,2014
760,BHU,1987,,,,0,2014
760,BHU,1988,0,,1,0,2014
760,BHU,1989,0,,1,0,2014
760,BHU,1990,0,,1,0,2014
760,BHU,1991,0,,1,0,2014
760,BHU,1992,0,,1,0,2014
760,BHU,1993,0,,1,0,2014
760,BHU,1994,0,,1,0,2014
760,BHU,1995,0,,1,0,2014
760,BHU,1996,0,,1,0,2014
760,BHU,1997,0,,1,0,2014
760,BHU,1998,0,,1,0,2014
760,BHU,1999,,,,0,2014
760,BHU,2000,,,,0,2014
760,BHU,2001,,,,0,2014
760,BHU,2002,,,,0,2014
760,BHU,2003,,,,0,2014
760,BHU,2004,,,,0,2014
760,BHU,2005,,,,0,2014
760,BHU,2006,,,,0,2014
760,BHU,2007,,,,0,2014
760,BHU,2008,,,,0,2014
770,PAK,1947,1,,1,,2014
770,PAK,1948,1,,1,,2014
770,PAK,1949,1,,1,,2014
770,PAK,1950,1,,1,,2014
770,PAK,1951,1,,1,,2014
770,PAK,1952,1,,1,,2014
770,PAK,1953,1,,1,,2014
770,PAK,1954,1,,1,,2014
770,PAK,1955,1,,1,,2014
770,PAK,1956,1,,1,,2014
770,PAK,1957,1,,1,,2014
770,PAK,1958,1,,1,,2014
770,PAK,1959,1,,1,,2014
770,PAK,1960,1,,1,,2014
770,PAK,1961,1,,1,,2014
770,PAK,1962,1,,1,,2014
770,PAK,1963,1,,1,,2014
770,PAK,1964,1,,1,,2014
770,PAK,1965,1,,1,,2014
770,PAK,1966,1,,1,,2014
770,PAK,1967,1,,1,,2014
770,PAK,1968,1,,1,,2014
770,PAK,1969,1,,1,1,2014
770,PAK,1970,1,,1,1,2014
770,PAK,1971,1,24,1,1,2014
770,PAK,1972,1,24,1,1,2014
770,PAK,1973,1,24,1,1,2014
770,PAK,1974,1,24,1,1,2014
770,PAK,1975,1,,1,1,2014
770,PAK,1976,1,24,1,1,2014
770,PAK,1977,1,,1,1,2014
770,PAK,1978,1,,1,1,2014
770,PAK,1979,1,,1,1,2014
770,PAK,1980,1,,1,1,2014
770,PAK,1981,1,,1,1,2014
770,PAK,1982,1,84,1,1,2014
770,PAK,1983,1,,1,1,2014
770,PAK,1984,1,,1,1,2014
770,PAK,1985,1,,1,1,2014
770,PAK,1986,1,,1,1,2014
770,PAK,1987,1,,1,1,2014
770,PAK,1988,1,,1,1,2014
770,PAK,1989,1,,1,1,2014
770,PAK,1990,1,,1,1,2014
770,PAK,1991,1,,1,1,2014
770,PAK,1992,1,,1,1,2014
770,PAK,1993,1,,1,1,2014
770,PAK,1994,1,,1,1,2014
770,PAK,1995,1,,1,1,2014
770,PAK,1996,1,,1,1,2014
770,PAK,1997,1,,1,1,2014
770,PAK,1998,1,,1,1,2014
770,PAK,1999,1,,1,1,2014
770,PAK,2000,1,,1,1,2014
770,PAK,2001,1,,1,1,2014
770,PAK,2002,1,,1,1,2014
770,PAK,2003,1,,1,1,2014
770,PAK,2004,1,,1,1,2014
770,PAK,2005,1,,1,1,2014
770,PAK,2006,1,,1,1,2014
770,PAK,2007,1,,1,1,2014
770,PAK,2008,1,,1,1,2014
771,BNG,1971,,,,0,2014
771,BNG,1972,1,,1,1,2014
771,BNG,1973,1,,1,1,2014
771,BNG,1974,1,,1,1,2014
771,BNG,1975,1,,1,1,2014
771,BNG,1976,1,,1,1,2014
771,BNG,1977,1,,1,1,2014
771,BNG,1978,1,,1,1,2014
771,BNG,1979,1,,1,1,2014
771,BNG,1980,1,,1,1,2014
771,BNG,1981,1,,1,1,2014
771,BNG,1982,1,,1,1,2014
771,BNG,1983,1,,1,1,2014
771,BNG,1984,1,,1,1,2014
771,BNG,1985,1,,1,1,2014
771,BNG,1986,1,,1,1,2014
771,BNG,1987,1,,1,1,2014
771,BNG,1988,1,,1,1,2014
771,BNG,1989,1,,1,1,2014
771,BNG,1990,1,,1,1,2014
771,BNG,1991,1,,1,1,2014
771,BNG,1992,1,,1,1,2014
771,BNG,1993,1,,1,1,2014
771,BNG,1994,1,,1,1,2014
771,BNG,1995,1,,1,1,2014
771,BNG,1996,1,,1,1,2014
771,BNG,1997,1,,1,1,2014
771,BNG,1998,1,,1,1,2014
771,BNG,1999,1,,1,1,2014
771,BNG,2000,1,,1,1,2014
771,BNG,2001,1,,1,1,2014
771,BNG,2002,1,,1,1,2014
771,BNG,2003,1,,1,1,2014
771,BNG,2004,1,,1,1,2014
771,BNG,2005,1,,1,1,2014
771,BNG,2006,1,,1,1,2014
771,BNG,2007,1,,1,1,2014
771,BNG,2008,1,,1,1,2014
775,MYA,1948,1,,1,,2014
775,MYA,1949,1,,1,,2014
775,MYA,1950,1,,1,,2014
775,MYA,1951,1,,1,,2014
775,MYA,1952,1,,1,,2014
775,MYA,1953,1,,1,,2014
775,MYA,1954,1,,1,,2014
775,MYA,1955,1,,1,,2014
775,MYA,1956,1,,1,,2014
775,MYA,1957,1,,1,,2014
775,MYA,1958,1,,1,,2014
775,MYA,1959,1,,1,,2014
775,MYA,1960,1,,1,,2014
775,MYA,1961,1,,1,,2014
775,MYA,1962,1,,1,,2014
775,MYA,1963,1,,1,,2014
775,MYA,1964,1,,1,,2014
775,MYA,1965,1,,1,,2014
775,MYA,1966,1,,1,,2014
775,MYA,1967,1,,1,,2014
775,MYA,1968,1,,1,,2014
775,MYA,1969,1,,1,1,2014
775,MYA,1970,0,24,1,1,2014
775,MYA,1971,0,24,1,1,2014
775,MYA,1972,0,24,1,1,2014
775,MYA,1973,0,24,1,1,2014
775,MYA,1974,1,,1,1,2014
775,MYA,1975,1,,1,1,2014
775,MYA,1976,1,,1,1,2014
775,MYA,1977,1,,1,1,2014
775,MYA,1978,1,,1,1,2014
775,MYA,1979,1,,1,1,2014
775,MYA,1980,1,,1,1,2014
775,MYA,1981,1,,1,1,2014
775,MYA,1982,1,,1,1,2014
775,MYA,1983,1,,1,1,2014
775,MYA,1984,1,,1,1,2014
775,MYA,1985,1,,1,1,2014
775,MYA,1986,1,,1,1,2014
775,MYA,1987,1,,1,1,2014
775,MYA,1988,1,,1,1,2014
775,MYA,1989,1,,1,1,2014
775,MYA,1990,1,,1,1,2014
775,MYA,1991,1,,1,1,2014
775,MYA,1992,1,,1,1,2014
775,MYA,1993,1,,1,1,2014
775,MYA,1994,1,,1,1,2014
775,MYA,1995,1,,1,1,2014
775,MYA,1996,1,,1,1,2014
775,MYA,1997,1,,1,1,2014
775,MYA,1998,1,,1,1,2014
775,MYA,1999,1,,1,1,2014
775,MYA,2000,1,,1,1,2014
775,MYA,2001,1,,1,1,2014
775,MYA,2002,1,,1,1,2014
775,MYA,2003,1,,1,1,2014
775,MYA,2004,1,,1,1,2014
775,MYA,2005,1,,1,1,2014
775,MYA,2006,1,,1,1,2014
775,MYA,2007,1,,1,1,2014
775,MYA,2008,1,,1,1,2014
780,SRI,1948,1,,1,,2014
